x,y,service_request_id,service_request_parent_id,sap_notification_number,date_requested,case_age_days,case_record_type,service_name,service_name_detail,date_closed,status,lat,lng,street_address,zipcode,council_district,comm_plan_code,comm_plan_name,park_name,case_origin,referred,iamfloc,floc,public_description,ObjectId
-117.1560707,32.71683463,4768038,4767829,,2024/05/25 17:49:00+00,15,Neighborhood Policing,Encampment,,2024/06/09,Closed,32.71683463,-117.1560707,"943 C St, San Diego, CA 92101, USA",92101,3,4,Downtown,,Web,,,,"Please clear the NORTH & SOUTH side of C Street, from 9th to 10th. Thabnks.",26969
-117.148764,32.7497487,4767346,,,2024/05/24 22:14:00+00,35,Neighborhood Policing,Encampment,,2024/06/28,Closed,32.7497487,-117.148764,"3935 Normal St, San Diego, CA 92103, USA",92103,3,42,Uptown,,Web,,SS-020019,SS-020019,Van parks for Months In the Same Spot . He does not Move . He throws his trash. Urine. And Feces around.,26970
-117.0995264,32.77723779,4768045,4832155,,2024/05/25 17:52:00+00,61,ESD Complaint/Report,Encampment,,2024/07/25,Closed,32.77723779,-117.0995264,"4431 Palo Verde Ter, San Diego, CA 92115",92115,9,38,College Area,,Mobile,,,,Homeless Camp on Fairmount Bike Path,26971
-117.226457,32.7778125,4774404,,,2024/05/30 21:03:00+00,128,Neighborhood Policing,Encampment,,2024/10/05,Closed,32.7778125,-117.226457,"Mission Bay, San Diego, CA, USA",92109,2,17,Mission Bay Park,MISSION BAY PARK,Web,,,,I live in Mission Bay RV Park. There are at least 15 campers outside along Mission Bay Drive going into the park. They are there all day and all night. It's incredibly unfair for those of us who are actually paying rent to live there. I count them every morning and there's always more than 10.,26972
-117.2470483,32.75191644,4768584,4756470,,2024/05/26 15:31:00+00,8,Neighborhood Policing,Encampment,,2024/06/03,Closed,32.75191644,-117.2470483,2186 Bacon St,92107,2,23,Ocean Beach,,Mobile,,,,Homeless camping,26973
-117.1587206,32.71059993,4774406,,,2024/05/30 21:04:00+00,5,Neighborhood Policing,Encampment,,2024/06/04,Closed,32.71059993,-117.1587206,516 Seventh Ave,92101,3,4,Downtown,,Mobile,,,,Individuals loitering by public parking lot.,26974
-117.0632809,32.76231124,4768058,4766193,,2024/05/25 18:05:00+00,6,ESD Complaint/Report,Encampment,,2024/05/31,Closed,32.76231124,-117.0632809,6235 El Cajon Blvd,92115,9,57,Mid-City:Eastern Area,,Mobile,,,,Homeless encampment,26975
-117.1541153,32.71588801,4773387,,,2024/05/30 13:28:00+00,9,Neighborhood Policing,Encampment,,2024/06/08,Closed,32.71588801,-117.1541153,1150 Broadway,92101,3,4,Downtown,,Mobile,,,,Homeless Encampment,26976
-117.1414561,32.74142713,4773390,,,2024/05/30 13:32:00+00,4,Neighborhood Policing,Encampment,,2024/06/03,Closed,32.74142713,-117.1414561,"3421 Mississippi St, San Diego, CA 92104, USA",92104,3,28,North Park,,Web,,,,Grey camper van camping on Mississippi Street near Upas Street.,26977
-117.2521144,32.74999152,4773392,,,2024/05/30 13:33:00+00,11,ESD Complaint/Report,Encampment,,2024/06/10,Closed,32.74999152,-117.2521144,5119 Saratoga Ave,92107,2,23,Ocean Beach,SARATOGA  NP,Mobile,,,,Large encampment ocean beach,26978
-117.2513824,32.75337639,4773396,4753299,,2024/05/30 13:36:00+00,6,Neighborhood Policing,Encampment,,2024/06/05,Closed,32.75337639,-117.2513824,5188 West Point Loma Boulevard,92107,2,23,Ocean Beach,BRIGHTON NP,Mobile,,,,"Giant abandoned troll trash pile turned homeless encampment. Multiple weeks, multiple reports to both environmental services and homeless outreach, and still nothing has been done.",26979
-117.1621292,32.72064993,4768074,,,2024/05/25 18:19:00+00,7,Neighborhood Policing,Encampment,,2024/06/01,Closed,32.72064993,-117.1621292,1420 Third Ave,92101,3,4,Downtown,,Mobile,,,,Homeless Tents 3rd and beech,26980
-117.1087325,32.75334339,4774419,,,2024/05/30 21:11:00+00,12,Neighborhood Policing,Encampment,,2024/06/11,Closed,32.75334339,-117.1087325,CA-15 N,92105,9,56,Mid-City:City Heights,,Mobile,,,,Homeless encampment blocking sidewalk near school,26981
-117.2044398,32.75994955,4768587,,,2024/05/26 15:33:00+00,9,Neighborhood Policing,Encampment,,2024/06/04,Referred,32.75994955,-117.2044398,Ocean Beach Bike Path,92109,2,17,Mission Bay Park,,Mobile,This report has been referred to Caltrans San Diego at ct.public.information.d11@dot.ca.gov,,,Homeless encampment next to the I-5 northbound ramp off of Rosecrans.,26982
-117.1402384,32.71691647,4768588,,,2024/05/26 15:36:00+00,10,ESD Complaint/Report,Encampment,,2024/06/05,Closed,32.71691647,-117.1402384,2495 1/2 C Street,,3,8,Greater Golden Hill,,Mobile,,,,person sidewalk,26983
-117.125696,32.70321933,4768589,,,2024/05/26 15:37:00+00,13,Neighborhood Policing,Encampment,,2024/06/08,Closed,32.70321933,-117.125696,3175 Clay Ave,92113,8,37,Southeastern San Diego,,Mobile,,,,"People living in vehicle, have been there for many months. They keep a bucket on the sidewalk filled with urine and feces, and they dump it on the land next to their van. It is a health hazard and disgusting!",26984
-117.2026298,32.83034486,4768605,,,2024/05/26 15:54:00+00,7,Neighborhood Policing,Encampment,,2024/06/02,Closed,32.83034486,-117.2026298,"Unnamed Road, San Diego, CA 92117, USA",92117,2,6,Clairemont Mesa,,Web,,,,Multiple people camping with beds set up at the closed 99 cent store building.,26985
-117.0664206,32.7517082,4768607,,,2024/05/26 15:57:00+00,4,ESD Complaint/Report,Encampment,,2024/05/30,Closed,32.7517082,-117.0664206,6035 University Ave,92115,9,57,Mid-City:Eastern Area,,Mobile,,,,Illegal camping,26986
-117.2231339,32.80387687,4768613,,,2024/05/26 16:03:00+00,80,ESD Complaint/Report,Encampment,,2024/08/14,Closed,32.80387687,-117.2231339,2471 Fogg St,92109,1,27,Pacific Beach,,Mobile,,,,Encampment in big bush on banks of Rose Creek. Bush is below white flowers in photo gps street address is invalid,26987
-117.1426176,32.7054302,4768615,,,2024/05/26 16:09:00+00,15,Neighborhood Policing,Encampment,,2024/06/10,Closed,32.7054302,-117.1426176,"8 24th St, San Diego, CA 92113, USA",92113,8,37,Southeastern San Diego,,Web,,,,24th street  and commercial Street,26988
-117.199947,32.76047554,4768624,,,2024/05/26 16:22:00+00,4,Neighborhood Policing,Encampment,,2024/05/30,Closed,32.76047554,-117.199947,San Diego River Bikeway,92110,3,19,Mission Valley,,Mobile,,,,"Very large homeless encampment, trash and smell of human waste.",26989
-117.1562963,32.75014885,4768647,,,2024/05/26 16:41:00+00,5,Neighborhood Policing,Encampment,,2024/05/31,Closed,32.75014885,-117.1562963,"935 Washington St, San Diego, CA 92103, USA",92103,3,42,Uptown,,Web,,,,There is a homeless encampment starting to form near the corner of Washington and 9th right by the freeway exit.,26990
-117.1636428,32.78783899,4774436,,,2024/05/30 21:24:00+00,4,Neighborhood Policing,Encampment,,2024/06/03,Closed,32.78783899,-117.1636428,"2400 E Ingersoll St, San Diego, CA 92111, USA",92111,7,12,Linda Vista,,Web,,,,Homeless Guy living in front of the house. Yes starting to gather stuff to get acquainted? was yelling early in the morning seems like he has a mental illness. Plus this is a quiet street with a lot of elderly and it is not safe for them to have a homeless living in the street there,26991
-117.1563171,32.71774495,4774457,4770857,,2024/05/30 21:36:00+00,3,Neighborhood Policing,Encampment,,2024/06/02,Closed,32.71774495,-117.1563171,"904 B St, San Diego, CA 92101, USA",92101,3,4,Downtown,,Web,,,,"Once again, the homeless have claimed ownership of the corner of 9th Ave. and B Street. It took less than 20 minutes for them to set their camp back up after the city removed them to cleaned up after them this morning. Please note in the attached photos, that the sidewalk isn't even dry before they moved back in. All they did was drag their tents across the street and wait until your clean-up crews were done before moving back. Please don't send me any more bureaucratic bull about all of the options given them. The only option they prefer is to live off tax dollars,  without any consequences.",26992
-117.0013016,32.5674583,4774466,,,2024/05/30 21:46:00+00,5,Neighborhood Policing,Encampment,,2024/06/04,Closed,32.5674583,-117.0013016,1610 Innovative Drive,92154,8,26,Otay Mesa,,Mobile,,,,72 hour,26993
-117.168293,32.71185497,4774473,,,2024/05/30 21:49:00+00,102,Neighborhood Policing,Encampment,,2024/09/09,Closed,32.71185497,-117.168293,602 India St,92101,3,4,Downtown,,Mobile,,,,I?m reporting a few skateboard on the area on India and G closer to mts property,26994
-117.1619057,32.71685094,4774483,,,2024/05/30 21:56:00+00,5,Neighborhood Policing,Encampment,,2024/06/04,Closed,32.71685094,-117.1619057,304 C St,92101,3,4,Downtown,,Mobile,,SS-000094-SO1,SS-000094,Abandoned property,26995
-117.0509644,32.7104074,4768093,4733575,,2024/05/25 18:38:00+00,14,Neighborhood Policing,Encampment,,2024/06/08,Closed,32.7104074,-117.0509644,6805 Jamacha Road,92114,4,44,Skyline-Paradise Hills,,Mobile,,,,Burgundy Nissan Altima License plate 7GDL185. Person living in car with flat tires and missing rear bumper. Car is parked outside of boys and girls club's daycare playground next to Marie Woodman Park. He is also littering and accumulating trash bags by sewer.,26996
-117.1405764,32.74088567,4773397,,,2024/05/30 13:36:00+00,5,Neighborhood Policing,Encampment,,2024/06/04,Closed,32.74088567,-117.1405764,"2224 Upas St, San Diego, CA 92104, USA",92101,3,1,Balboa Park,BALBOA PARK,Web,,,,Silver van camping again on Upas Street in between Mississippi Street and Louisiana Street.,26997
-117.1616766,32.7256337,4773398,4773412,,2024/05/30 13:37:00+00,2,Neighborhood Policing,Encampment,,2024/06/01,Closed,32.7256337,-117.1616766,"300 Fir St, San Diego, CA 92101, USA",92101,3,42,Uptown,,Web,,,,"There' a Homeless Lady Blocking the sidewalk,  this lady is blocking the sidewalk with a lot of her mess (personal Belongings) and Neighbors & school staff have been complaining about not being able to pass by the sidewalk.",26998
-117.2231665,32.75653147,4768099,,,2024/05/25 18:45:00+00,5,ESD Complaint/Report,Encampment,,2024/05/30,Closed,32.75653147,-117.2231665,4119 Sports Arena Blvd,92110,2,30,Peninsula,,Mobile,,,,Homeless encampment in tree by on ramp,26999
-117.2737396,32.84366601,4768100,4758805,,2024/05/25 18:47:00+00,8,Neighborhood Policing,Encampment,,2024/06/02,Closed,32.84366601,-117.2737396,7714 Girard Avenue,92037,1,10,La Jolla,,Mobile,,,,Huge encampment front of wells fargo,27000
-117.2219563,32.8586875,4778641,,,2024/06/02 21:00:00+00,40,Neighborhood Policing,Encampment,,2024/07/12,Closed,32.8586875,-117.2219563,4286 Caminito Cassis,92122,6,99,University,,Mobile,,,,Just two vans have been here for two months Park they?re sleeping at night. They?re sleeping a day they trash they have cats. They have flat tires and this is a residential area.,27001
-117.2502455,32.79411675,4778642,4778771,,2024/06/02 21:00:00+00,22,ESD Complaint/Report,Encampment,,2024/06/24,Closed,32.79411675,-117.2502455,4275 Cass Street,92109,1,27,Pacific Beach,,Mobile,,,,Homeless encampment,27002
-117.1361292,32.7717028,4778655,4786207,,2024/06/02 21:09:00+00,25,ESD Complaint/Report,Encampment,,2024/06/27,Closed,32.7717028,-117.1361292,"2511 Camino Del Rio N, San Diego, CA 92108, USA",92108,3,19,Mission Valley,,Web,,,,Homeless set up camp with lots of trash right next to our business.,27003
-117.161204,32.72285386,4778656,,,2024/06/02 21:17:00+00,4,Neighborhood Policing,Encampment,,2024/06/06,Closed,32.72285386,-117.161204,"DATE ST & 4TH AVE, 92101",92101,3,42,Uptown,,Mobile,,SS-000144-SE1,SS-000144,Tent blocking west sidewalk 4th Ave bridge over I-5,27004
-117.222135,32.80558978,4778671,,,2024/06/02 21:33:00+00,8,Neighborhood Policing,Encampment,,2024/06/10,Closed,32.80558978,-117.222135,Rose Creek Bike Path,92109,1,27,Pacific Beach,,Mobile,,,,Homeless encampment,27005
-117.1032044,32.74937233,4778673,4777757,,2024/06/02 21:34:00+00,79,ESD Complaint/Report,Encampment,,2024/08/20,Closed,32.74937233,-117.1032044,4257 University Avenue,92105,9,56,Mid-City:City Heights,,Mobile,,,,R,27006
-117.1620422,32.71266258,4778676,4770880,,2024/06/02 21:35:00+00,26,ESD Complaint/Report,Encampment,,2024/06/28,Closed,32.71266258,-117.1620422,275 Horton Plaza,92101,3,4,Downtown,,Mobile,,,,This is what tourists see outside of my tour company every time they come here. Please clear out the courtyard. I have a group of 42 kids coming tomorrow morning at 8 AM. This is unacceptable on every single level that people can be camping and sitting out here all day. How am I supposed to run my business?,27007
-117.2721561,32.84220945,4778678,,,2024/06/02 21:38:00+00,56,Neighborhood Policing,Encampment,,2024/07/28,Closed,32.84220945,-117.2721561,1042?1082 Virginia Way,92037,1,10,La Jolla,,Mobile,,,,Someone living in van for months on residential street.  Van hasn?t moved in months.,27008
-117.0591201,32.73637403,4778690,,,2024/06/02 21:50:00+00,149,Neighborhood Policing,Encampment,,2024/10/29,Closed,32.73637403,-117.0591201,"6335 College Grove Dr, San Diego, CA 92115, USA",92115,4,57,Mid-City:Eastern Area,CHOLLAS CP,Web,,,,Camp set up in canyon on the backside of Lake Park Villas near college grove drive,27009
-117.1238786,32.7547969,4778691,,,2024/06/02 21:50:00+00,2,Neighborhood Policing,Encampment,,2024/06/04,Referred,32.7547969,-117.1238786,"3243 El Cajon Blvd, San Diego, CA 92104, USA",92104,9,56,Mid-City:City Heights,,Web,This report has been referred to Caltrans San Diego at ct.public.information.d11@dot.ca.gov,,,exact locations are both the south bound off ramp 805 and el cajon blvd. and north bound off ramp of the 805 and el cajon blvd,27010
-117.058294,32.73717122,4778694,,,2024/06/02 21:58:00+00,149,Neighborhood Policing,Encampment,,2024/10/29,Closed,32.73717122,-117.058294,"6369 College Grove Dr, San Diego, CA 92115, USA",92115,4,57,Mid-City:Eastern Area,CHOLLAS CP,Web,,,,"In the canyon along the chain link fence surrounding Lake Park Villas, some individuals have set up a tent. It has been here for about 3 weeks. They have trashed the surrounding areas. They are right along family apartments and can see inside our homes. Neighbors and myself feel unsafe especially after recent experience with a peeping tom/ lurker attacked and vandalized our properties who was also homeless and living in the canyon. Police report far recent trespassing and vandalizing had been made. Might be the same individual.",27011
-117.2433115,32.79960011,4778696,,,2024/06/02 21:59:00+00,43,Neighborhood Policing,Encampment,,2024/07/15,Closed,32.79960011,-117.2433115,1466 Garnet Ave,92109,1,27,Pacific Beach,,Mobile,,,,Illegal Encampment,27012
-117.0936987,32.97796013,4778702,,,2024/06/02 22:02:00+00,3,Neighborhood Policing,Encampment,,2024/06/05,Closed,32.97796013,-117.0936987,14458 Cuca Street,92129,5,29,Rancho Penasquitos,,Mobile,,,,Parked for weeks in one spot. Male appears to be living in vehicle and dumping trash on the passenger side of his car.,27013
-117.0942885,32.69588714,4778720,,,2024/06/02 22:27:00+00,10,Neighborhood Policing,Encampment,,2024/06/12,Referred,32.69588714,-117.0942885,930 S 47th St,92113,4,11,Encanto Neighborhoods,,Mobile,This report has been referred to Caltrans San Diego at ct.public.information.d11@dot.ca.gov,,,Encampment is getting bigger. These people in the back are bringing in more random people on my property. They have dogs and literally breaking into my private propery. I have lockes my gate 5 times now and they keep on breaking in. I built a taller gate and they keep on destroying it,27014
-117.1615395,32.71780049,4778724,,,2024/06/02 22:35:00+00,6,Neighborhood Policing,Encampment,,2024/06/08,Closed,32.71780049,-117.1615395,330?398 B St,92101,3,4,Downtown,,Mobile,,,,"Ambassador Williams, Requesting assistance in removal of individuals. Made contact on multiple occasions as well contacted non emergency. Multiple individuals engaged in drug use and impeding access on sidewalk. Thank you!!!?.",27015
-117.1630384,32.7210545,4778732,4768294,,2024/06/02 22:46:00+00,7,Neighborhood Policing,Encampment,,2024/06/09,Closed,32.7210545,-117.1630384,"2nd Av & Beech St, San Diego, CA 92101, USA",92101,3,4,Downtown,,Web,,,,This is a main route to walk to balboa park and the tents are covering the sidewalk.,27016
-117.162026,32.71266329,4778758,4770880,,2024/06/02 23:08:00+00,26,ESD Complaint/Report,Encampment,,2024/06/28,Closed,32.71266329,-117.162026,1?599 Horton Plaza,92101,3,4,Downtown,,Mobile,,,,Please help us with this courtyard. This is what it?s becoming a drug and bathroom haven for the homeless.,27017
-117.0629685,32.76394436,4778764,,,2024/06/02 23:19:00+00,37,Neighborhood Policing,Encampment,,2024/07/09,Closed,32.76394436,-117.0629685,6302 El Cajon Blvd,92115,9,38,College Area,,Mobile,,,,Encampment with dog.,27018
-117.1936686,32.82850025,4778766,,,2024/06/02 23:20:00+00,33,Parks & Recreation,Encampment,,2024/07/05,Closed,32.82850025,-117.1936686,4601 Winnebago Ave,92110,2,6,Clairemont Mesa,TECOLOTE CANYON NATURAL OS PARK,Mobile,,,,Homeless,27019
-117.0955741,32.9748906,4778767,,,2024/06/02 23:21:00+00,17,Neighborhood Policing,Encampment,,2024/06/19,Closed,32.9748906,-117.0955741,"Cuca St, San Diego, CA 92129, USA",92129,5,29,Rancho Penasquitos,,Web,,,,"There has been a suspicious looking Jeep Liberty parked here for about two weeks. It has black tarp on the inside of the windshield, and the front door is often cracked open with someone laying there. Suspect this person is living out of their vehicle here. Lots of kids in the neighborhood, want to ensure they remain safe.",27020
-117.1520279,32.70646431,4778770,4768283,,2024/06/02 23:25:00+00,4,Neighborhood Policing,Encampment,,2024/06/06,Closed,32.70646431,-117.1520279,140 14th St,92101,3,4,Downtown,,Mobile,,,,Camping,27021
-117.2501851,32.79419454,4778771,,,2024/06/02 23:26:00+00,22,ESD Complaint/Report,Encampment,,2024/06/24,Closed,32.79419454,-117.2501851,4250 Dawes Street,92109,1,27,Pacific Beach,,Mobile,,,,Trash every where and people on drugs with animals,27022
-117.2155288,32.7577381,4779219,,,2024/06/03 15:18:00+00,14,Neighborhood Policing,Encampment,,2024/06/17,Closed,32.7577381,-117.2155288,"3800 Hancock St, San Diego, CA 92110, USA",92110,2,14,Midway-Pacific Highway,,Web,,,,"THIS STRECH OF HANCOCK STREET IS LOOKING LIKE.A JUNK FILLED CAMPLAND.....AREA IS CLUTTERED WITH NUMEROUS ""ROLLING ENCAMPMENTS"", INCLUDING A BOAT!.....NEIGHBORHOOD HAS SEEN AN INCREASE OF TRANSIENTS/ACTIVY OVER THE PAST FEW WEEKS.....RESIDENTS OF THE ORCHARD SENIOR APARTMENTS ARE BECOMING UNCOMFORTABLE..... PLS DO WHAT YOU CAN TO RECTIFY THIS SITUATION ""TO PROTECT AND SERVE""",27023
-117.2321953,32.86770413,4778773,,,2024/06/02 23:33:00+00,11,Neighborhood Policing,Encampment,,2024/06/13,Closed,32.86770413,-117.2321953,La Jolla Village Square,92037,1,99,University,,Mobile,,,,Homeless encamoment,27024
-117.1297695,32.74290833,4778777,,,2024/06/02 23:39:00+00,39,Neighborhood Policing,Encampment,,2024/07/11,Closed,32.74290833,-117.1297695,3537 30th St,92104,3,28,North Park,,Mobile,,,,Homeless encampment right behind No Trespass sign.,27025
-117.2128594,32.7956781,4778791,,,2024/06/03 00:02:00+00,47,Neighborhood Policing,Encampment,,2024/07/19,Closed,32.7956781,-117.2128594,"De Anza Cove, San Diego, CA 92109, USA",92109,2,17,Mission Bay Park,MISSION BAY PARK,Web,,,,South parking lot at De Anza Cove near trailer park.,27026
-117.1496444,32.70846093,4778797,4777945,,2024/06/03 00:13:00+00,5,Neighborhood Policing,Encampment,,2024/06/07,Closed,32.70846093,-117.1496444,316 16th St,92101,3,4,Downtown,,Mobile,,,,Camping for weeks on end black female transient that always is sleeping on the sidewalk with her belongings and cart,27027
-117.2518641,32.75053303,4778799,,,2024/06/03 00:14:00+00,8,ESD Complaint/Report,Encampment,,2024/06/10,Closed,32.75053303,-117.2518641,"Unnamed Road, San Diego, CA 92107, USA",92107,2,23,Ocean Beach,SARATOGA  NP,Web,,,,"Every day, this section of Saratoga park (next to the white condos - on the southwest corner) all along the Saratoga street section, there are 3-8 encampments and they overflow into the sidewalk and make it uncomfortable and unsafe to walk to the beach or back to the street. There are people here encamped every day.",27028
-117.2104472,32.74290172,4778800,,,2024/06/03 00:16:00+00,42,Neighborhood Policing,Encampment,,2024/07/14,Closed,32.74290172,-117.2104472,2970 Truxtun Rd,92106,2,30,Peninsula,,Mobile,,,,Abandoned Mini Van full of junk,27029
-117.1495726,32.70857377,4778801,4768424,,2024/06/03 00:16:00+00,5,Neighborhood Policing,Encampment,,2024/06/07,Closed,32.70857377,-117.1495726,316 16th St,92101,3,4,Downtown,,Mobile,,,,Individuals never leave this area and are camped out heavy drug use in this area,27030
-117.1490997,32.70827342,4778803,,,2024/06/03 00:17:00+00,5,Neighborhood Policing,Encampment,,2024/06/07,Closed,32.70827342,-117.1490997,1609 K St,92101,3,4,Downtown,,Mobile,,,,Camping and also heavy drug use this area is problematic,27031
-117.152047,32.73122973,4778805,,,2024/06/03 00:18:00+00,2,Neighborhood Policing,Encampment,,2024/06/04,Closed,32.73122973,-117.152047,"1366 El Prado, San Diego, CA 92101, USA",92101,3,1,Balboa Park,BALBOA PARK,Web,,,,Homeless people with all their stuff right by the entrance to the gardens by the Mingei Museum.,27032
-117.1493448,32.70820546,4778806,4768423,,2024/06/03 00:19:00+00,17,Neighborhood Policing,Encampment,,2024/06/19,Closed,32.70820546,-117.1493448,263 16th St,92101,3,4,Downtown,,Mobile,,,,Camping also this area is problematic and heavy drug use,27033
-117.2550695,32.79405896,4778807,,,2024/06/03 00:19:00+00,143,Neighborhood Policing,Encampment,,2024/10/23,Closed,32.79405896,-117.2550695,4202 Mission Blvd,92109,1,27,Pacific Beach,,Mobile,,SS-018505,SS-018505,Fighting in public. Drugs in public/,27034
-117.1489813,32.70845793,4778808,,,2024/06/03 00:20:00+00,9,ESD Complaint/Report,Encampment,,2024/06/11,Closed,32.70845793,-117.1489813,301 16th St,92101,3,4,Downtown,,Mobile,,,,Camping and also heavy drug use in this area this area is problematic,27035
-117.243355,32.80314667,4778809,,,2024/06/03 00:21:00+00,72,Neighborhood Policing,Encampment,,2024/08/13,Closed,32.80314667,-117.243355,1519 Missouri St,92109,1,27,Pacific Beach,,Mobile,,,,People living in an RV for the last three days parked on a residential street,27036
-117.1493471,32.70864347,4778810,4774009,,2024/06/03 00:23:00+00,5,Neighborhood Policing,Encampment,,2024/06/07,Closed,32.70864347,-117.1493471,315 16th St,92101,3,4,Downtown,,Mobile,,,,Camping and also this area is problematic,27037
-117.1083378,32.74933258,4778812,,,2024/06/03 00:27:00+00,9,Neighborhood Policing,Encampment,,2024/06/11,Referred,32.74933258,-117.1083378,"4051 University Ave, San Diego, CA 92105, USA",92105,9,56,Mid-City:City Heights,,Web,This report has been referred to appropriate department or agency at null,,,encampment on hill above 15 north on ramp,27038
-117.251589,32.75273015,4778822,,,2024/06/03 00:58:00+00,27,Neighborhood Policing,Encampment,,2024/06/29,Closed,32.75273015,-117.251589,2100?2160 Spray St,92107,2,23,Ocean Beach,BRIGHTON NP,Mobile,,,,"Case #4768000 Cops came today to ticket them and told them to move. Only moved 10 feet away as to not take up the table. This group that hangs out has made this area an unsafe environment. Late night arguments continue. As paying tenants we should not be subject to this on a daily basis. Camping is camping, turn back on the sprinklers daily and I guarantee this will go away.",27039
-117.1174291,32.74924618,4780389,4781216,,2024/06/04 00:32:00+00,15,ESD Complaint/Report,Encampment,,2024/06/18,Closed,32.74924618,-117.1174291,3880 Wilson Ave,92104,9,56,Mid-City:City Heights,,Mobile,,,,Homeless encampment with lots of Trash,27040
-117.1484238,32.71594409,4778828,4776160,,2024/06/03 01:08:00+00,12,ESD Complaint/Report,Encampment,,2024/06/14,Closed,32.71594409,-117.1484238,"1015 17th St, San Diego, CA 92101, USA",92101,3,4,Downtown,,Web,,,,"On the corner of 17th and Broadway under the freeway overpass behind the college police department, a homeless encampment is forming behind the fence. They have trash everywhere and dump human waste on the sidewalk. They also have fires on the ground, too. Needles have been reported in the area",27041
-117.1026237,32.74873673,4778831,,,2024/06/03 01:11:00+00,10,Neighborhood Policing,Encampment,,2024/06/12,Closed,32.74873673,-117.1026237,"Unnamed Road, San Diego, CA 92105, USA",92105,9,56,Mid-City:City Heights,,Web,,,,"Couple of people with a child some times,  blocking half the alley with a mini fortress of cardboard and shopping carts. Always a hassle to drive through, a lot of suspicious activity. Always fighting going on. A disturbance, and a danger. They always go through the dumpsters and make a mess. Always eyeballing and asking for money.  They have a dog that barks.",27042
-117.1482951,32.71402135,4778835,,,2024/06/03 01:15:00+00,9,Neighborhood Policing,Encampment,,2024/06/11,Referred,32.71402135,-117.1482951,"801 17th St, San Diego, CA 92101, USA",92101,3,4,Downtown,,Web,This report has been referred to Caltrans San Diego at ct.public.information.d11@dot.ca.gov,,,"At 16th and F street behind the city view apartments homeless people are accessing a giant grass area under the freeway pass by the 5 South entrance. They are also accessing the area from 17th and broadway where there is a fence on the bridge. They have a MASSIVE encampment that is causing residents of the apartment buildings a lot of problems. They dump human waste causing a terrible smell, have unleashed barking and aggressive dogs, leave needles laying around the sidewalk, are having fires in the brush, have trash everywhere, yell in the middle of the night, and they are graffitiing the cement. They are becoming a huge threat to our safety as residents and we are all feeling extremely unsafe being exposed to the multiple health and safety threats they pose. REMOVE THEM ASAP.",27043
-117.1512756,32.70849319,4778837,4773192,,2024/06/03 01:22:00+00,8,ESD Complaint/Report,Encampment,,2024/06/10,Closed,32.70849319,-117.1512756,1402 K St,92101,3,4,Downtown,,Mobile,,,,Encampment,27044
-117.1278217,32.74869568,4778840,,,2024/06/03 01:24:00+00,25,Neighborhood Policing,Encampment,,2024/06/27,Closed,32.74869568,-117.1278217,3092 University Ave,92104,3,28,North Park,,Mobile,,,,Camping on the sidewalk in public way,27045
-117.0656228,32.76378008,4778843,,,2024/06/03 01:31:00+00,58,Neighborhood Policing,Encampment,,2024/07/30,Closed,32.76378008,-117.0656228,4749 College Ave,92115,9,38,College Area,,Mobile,,,,Homeless encampment.,27046
-117.2349079,32.79847992,4778847,,,2024/06/03 01:33:00+00,28,Neighborhood Policing,Encampment,,2024/06/30,Closed,32.79847992,-117.2349079,4318 Lamont St,92109,1,27,Pacific Beach,,Mobile,,,,There is a homeless encampment behind the Arco on Lamont and Grand. The individuals are dangerous and threatened me as I walked by.,27047
-117.2349612,32.79936893,4778849,,,2024/06/03 01:35:00+00,40,Neighborhood Policing,Encampment,,2024/07/12,Closed,32.79936893,-117.2349612,1890 Grand Ave,92109,1,27,Pacific Beach,,Mobile,,,,There is a homeless encampment next to the registration building on Lamont and Grand.,27048
-117.2360745,32.80327365,4778851,,,2024/06/03 01:41:00+00,71,Neighborhood Policing,Encampment,,2024/08/12,Closed,32.80327365,-117.2360745,4658?4674 Lamont St,92109,1,27,Pacific Beach,,Mobile,,SS-015926,SS-015926,This bus has been parked between diamond and emerald for multiple days in a residential area. There are individuals living in it.,27049
-117.1484236,32.71511098,4778881,4772964,,2024/06/03 02:16:00+00,2,Neighborhood Policing,Encampment,,2024/06/04,Referred,32.71511098,-117.1484236,CA-94 E,92101,3,4,Downtown,,Mobile,appropriate department or agency,,,"At the corner of 17th and Broadway behind the Artisan Apartments and City View Apartments a huge homeless encampment has formed. They are doing drugs/leaving needles, dumping human waste, have unleashed and aggressive dogs, have fires directly on the grass, yell in the middle of the night, graffiti the cement, and have trash everywhere. They have shown odd and aggressive behavior towards multiple residents, and we have all collectively voiced our concerns for our public health and safety.",27050
-117.1484489,32.71532803,4778886,,,2024/06/03 02:28:00+00,4,Neighborhood Policing,Encampment,,2024/06/06,Referred,32.71532803,-117.1484489,CA-94 E,92101,3,4,Downtown,,Mobile,This report has been referred to Caltrans San Diego at ct.public.information.d11@dot.ca.gov,SS-000429,SS-000429,Huge homeless encampment has been graffitiing in the area behind the artisan apartment building at the corner of 17th and Broadway.,27051
-117.165734,32.71969364,4778887,4768972,,2024/06/03 02:30:00+00,10,Neighborhood Policing,Encampment,,2024/06/12,Closed,32.71969364,-117.165734,345 W Ash St,92101,3,4,Downtown,,Mobile,,,,"Ambassador Williams, Requesting assistance in immediate removal of tents impeding sidewalk. Have gotten multiple complaints about individuals. Only seem to occupy the tent by night. Throughout the day tent is abandoned. Thank you!!?",27052
