date,description,Camp,geometry
2021-09-23,Homeless encampment,True,POINT (-117.20385175 32.7507022820001)
2021-09-28,Big encampments starting again outside my house,True,POINT (-117.153751747 32.708101302)
2021-09-23,Homeless man attempting to steal UPS packages outside the gate,True,POINT (-117.163844816 32.749254464)
2021-10-06,Large tent encampment with trash in Clay park,True,POINT (-117.060489236 32.7626982190001)
2021-09-28,Encampment at 1050 G Street. Lots of garbage strewn across sidewalk .,True,POINT (-117.155286368 32.712561925)
2021-10-10,Encampment of 5 and a small brown dog on MLK bike pathway,True,POINT (-117.162439087 32.7082892940001)
2021-09-23,Encampment concealed between palm trees,True,POINT (-117.119562159 32.7460409720001)
2021-10-06,Homeless encampment,True,POINT (-117.135028022 32.7522973810001)
2021-09-28,"Encampment blocking sidewalk, Elementary and middle school less than 100 yards away.",True,POINT (-117.108246866 32.753275488)
2021-10-10,Encampment/Bike Chop Shop,True,POINT (-117.21867976 32.764290196)
2021-10-10,REF.  NEIGHBORHOOD POLICE. /  ENV SERV DEPT. -   VACATION ISLE PARK. -   2800 INGRAHAM ST. -  MISSION BAY. -  SOUTH END BY GAZEBO. -   HOMELESS ENCAMPMENT. -  CAMP TENT AND ACCUMULATED MATERIAL. -  ALONG ROCKS. -  VIOLATION OF CAMPING OVERNIGHT PROHIBITE,True,POINT (-117.236034796 32.77205802)
2021-10-06,Illegal camping in private property,True,POINT (-117.06638742 32.752579756)
2021-09-28,Encampent,True,POINT (-117.153551965 32.708216415)
2021-10-06,Homeless camp,True,POINT (-117.049923614 32.7684656870001)
2021-09-23,"Illegal encampment area is known for the use of narcotics, people being intoxicated and harassing passerby?s. Calls are made to SDPD. Requesting the assistance of the city and sdpd.",True,POINT (-117.157004899 32.7146895660001)
2021-10-10,Encampment,True,POINT (-117.245953197 32.7669047730001)
2021-09-28,Encampment,True,POINT (-117.223056589 32.803930349)
2021-10-06,Homeless camp,True,POINT (-117.058164333 32.7665907700001)
2021-09-23,Homeless encampment,True,POINT (-117.094400413 32.745809697)
2021-09-28,Illegal encampment. Harassment and drug use.,True,POINT (-117.133418431 32.7558965530001)
2021-09-23,Human encampment,True,POINT (-117.233994976 32.7639803550001)
2021-10-10,Car encampment here for weeks,True,POINT (-117.055247667 32.7554840120001)
2021-09-23,Homeless encampment,True,POINT (-117.129667917 32.9468232180001)
2021-10-06,Homeless continue to take residence in the public restroom at Sixth and Thorn. Many are mentally ill and drug addicts. It is not safe.,True,POINT (-117.159188099 32.7398232900001)
2021-09-23,Encampment blocking sidewalk,True,POINT (-117.148463693 32.710508545)
2021-09-28,Car parked in front of busy gym with homeless living inside doing drugs and creating trash.  We want this car towed now please./,True,POINT (-117.205628939 32.753818236)
2021-10-10,Encampment Aragon and El Cajon Blbd,True,POINT (-117.058120392 32.7666420040001)
2021-10-06,"Homeless, mentally ill, and drug addicts continue to congregate at 7/11 at Fifth and Spruce. We need help!",True,POINT (-117.160465521 32.7390033940001)
2021-10-10,Large car camp here for over a week,True,POINT (-117.058699901 32.7662912270001)
2021-09-23,"Encampment on Cauby St & Riley St. Couple using drugs on broad day light, urinating and producing trash.",True,POINT (-117.209103405 32.7495392660001)
2021-10-06,Trash drugs prostitution encampment,True,POINT (-117.148559578 32.712037108)
2021-10-10,Small encampment,True,POINT (-117.058424405 32.766140625)
2021-09-28,Open drug use encampment blocking kids park,True,POINT (-117.244078741 32.754090708)
2021-10-10,Homeless and I saw drugs being used,True,POINT (-117.156515573 32.717395132)
2021-10-10,Encampment at Rolando post off,True,POINT (-117.06023673 32.763567096)
2021-10-06,"Homeless encampment on MLK Bike path south side of Harbor club condominium building , individuals blocking bike path acesss with belongings , individuals always return to this location camping on bike path engaging in illegal drug activity , need enforce",True,POINT (-117.162289424 32.708180821)
2021-09-23,Homeless encampment on sidewalk,True,POINT (-117.060391344 32.765077079)
2021-10-10,Encampment always at Arco gas station El Cajon Blvd,True,POINT (-117.062972333 32.763496074)
2021-10-06,Encampment: tent camping in Crown Point Park,True,POINT (-117.23194365 32.787593144)
2021-10-10,El Cajon Blvd Rolando Village Rite aid encampment,True,POINT (-117.06066125 32.764554213)
2021-09-28,Homeless encampment,True,POINT (-117.182641136 32.820527751)
2021-09-23,"A few minutes ago (4:52 pm 9/23/21), while my wife and I were riding our bikes on the bile path by Robb Field, we found this homeless encampment by the protected wildlife refuge at the estuary.  I saw a homeless woman a few yards from the mattress shown",True,POINT (-117.242172496 32.7554920100001)
2021-10-10,Instaprint encampment El Cajon Blvd Rolano Village  always,True,POINT (-117.060174614 32.765200475)
2021-09-23,Homeless man exposing himself and sleeping in park,True,POINT (-117.234430484 32.722766815)
2021-10-06,Encampment,True,POINT (-117.256696667 32.7959133330001)
2021-10-10,REF.  NEIGHBORHOOD POLICE. /  ENV SERV DEPT. -   CROWN PT PARK. NORTH. -  MISSION BAY. -  3700 CORONA ORIENTE. -  DIRT LOT ALONG SHORELINE. -   HOMELESS ENCAMPMENT. -  VIOLATION  OF POSTED SIGNS OVERNIGHT CAMP PROHIBITED AND CAMP STYLE TENTS NOT ALLOWED.,True,POINT (-117.232071497 32.789264734)
2021-09-23,Homeless doing drugs in the open in the sidewalk in front of children. Meth or crack fumes going inside apt.,True,POINT (-117.148791566 32.7045345710001)
2021-10-06,Encampment,True,POINT (-117.129848294 32.726396397)
2021-09-29,Another encampment under the OB fishing pier.  Clearly doing drugs and urinating in public with kids around.  Porta potty is literally right up the steps.,True,POINT (-117.253450175 32.7470617880001)
2021-10-10,Encampment B of A El Cajon Blvd,True,POINT (-117.050990953 32.768384315)
2021-09-23,Parking of rv and homeless encampment,True,POINT (-117.116788887 32.699727345)
2021-10-06,We have 3 homeless people living on the corner of Polk and Euclid Avenue. They are living and sleeping on the sidewalk.,True,POINT (-117.093187 32.7512401000001)
2021-09-29,"Homeless individuals are living in a Motorhome parked across the street from my house.  They have been parked there for over 2 weeks.  The area is on the street across from houses, on a vacant part of the street in front of a small hill.  The houses they",True,POINT (-117.044243427 32.7092034850001)
2021-10-10,Abandon homeless person shopping cart full of miscellaneous and cardboard left on the sidewalk adjacent to train tracks south of West Broadway at Pacific Gate condos.,True,POINT (-117.17011101 32.7153391300001)
2021-10-06,Open fire on seawall next to pier by group of taking lot campers/,True,POINT (-117.253312513 32.7471334590001)
2021-10-10,Van encampment off El Cajon Blvd Rolando Village been here for weeks reports opened and closed nothing happens.,True,POINT (-117.051466113 32.767733419)
2021-09-29,"This encampment was behind our house along the freeway, now moved across the street. They?re having fires, letting dogs loose, debris is everywhere hitting cars, I?m finding needles while attempting to walk my dog. Just this morning a few of them came ba",True,POINT (-117.146843559 32.7082755110001)
2021-10-06,ENCAMPMENT BEEN THERE MONTHS MISSION BAY DRIVE BEHIND TWO BEIGE CONTAINERS EAST SIDE OF ROAD NEAR FREEWAY CHAINLINK FENCE PLAYA II,True,POINT (-117.208435703 32.7842941970001)
2021-09-23,"encampment with multiple bulky items left, 10 plus shopping carts and trash left",True,POINT (-117.1828848 32.8198338)
2021-09-29,"Homeless encampment on B street between union and front both sides of street , individuals camping on a daily basis leaving area very unsanitary with trash and urine , need removal of individuals and property from San Diego policing team and environmenta",True,POINT (-117.165310207 32.7178037570001)
2021-09-23,"encampment along the green fence next to Rite Aid, encampment has doubled in size over the last week, with multiple items along with large amounts of trash at site. There are about 20 shopping carts and a tent.",True,POINT (-117.182863342 32.820428873)
2021-10-10,Homeless Camp,True,POINT (-117.145887092 32.732442199)
2021-10-10,Parking lot encampment El Cajon Blvd,True,POINT (-117.047723618 32.7691356930001)
2021-09-23,Encampment,True,POINT (-117.159899081 32.746073487)
2021-10-06,Tent moved to new location near by,True,POINT (-117.250536661 32.7596761140001)
2021-09-29,"Two (2) RVs with and several cars, trailers and a towing truck associate with these scum vagrant encampments. Both sides of Progressive Avenue, at the intersection with Innovative Drive. Garbage, car parts, barrels with unknown liquids on the sidewalk, i",True,POINT (-117.001916742 32.571023585)
2021-10-10,Encampment behind 7-11 El Cajon Blvd,True,POINT (-117.047708925 32.7682274580001)
2021-10-06,ENCAMPMENT PLAYA II MISSION BAY DR IN PARKING LOT OF PLAYA II FILTHY JUNK TAKING UP FOUR SPACES,True,POINT (-117.208428914 32.7850689790001)
2021-09-29,Encampment,True,POINT (-117.063541263 32.763379547)
2021-10-10,Every day different homeless people at 70th and El Cajon Blvd.,True,POINT (-117.047419899 32.7687273970001)
2021-09-23,Homeless,True,POINT (-117.129761316 32.700636419)
2021-10-06,"There is a homeless woman described as a WFA approx 30 yrs old, 5-2, 120 lbs, living in a black BMW w/ Minnesota license plate EAB720  Subject has been sleeping in her car at the end of the street.  At about about 0600 each morning she harasses SDGE empl",True,POINT (-117.240680809 32.845979119)
2021-09-23,Homeless men in front welsfargo being very volger calling my 9 yr old a dog. Very drunk pleas get rid of them,True,POINT (-117.064411305 32.762897432)
2021-09-29,Homeless trashing and taking over the new public restroom at Sixth and Thorn,True,POINT (-117.159232677 32.7397537910001)
2021-09-23,Citizens have to cross the street because of the violent homeless at 7/11.,True,POINT (-117.160438341 32.739004886)
2021-10-10,Homeless leaving carts around Morley Field,True,POINT (-117.141431833 32.7409898330001)
2021-09-23,People residing in campers in illegal space,True,POINT (-117.183947672 32.825486513)
2021-10-10,Homeless encampment in front of library entrance/,True,POINT (-117.146092111 32.753984481)
2021-10-06,Homeless encampment,True,POINT (-117.147765335 32.7387494920001)
2021-09-29,Homeless camp,True,POINT (-117.058141722 32.766602801)
2021-09-23,"Transient camp on sidewalk, you can?t walk on sidewalk. On 4th between Fur and Grape.",True,POINT (-117.161261771 32.725649735)
2021-09-29,Huge encampment,True,POINT (-117.244902514 32.766966853)
2021-10-10,"Encampment, multiple weeks, blocking sidewalk, trash all over, urinating on sidewalk",True,POINT (-117.148983064 32.711425107)
2021-10-06,Encampment at the empty patio restaurant. Trash and litter blocking sidewalk.,True,POINT (-117.234835607 32.7995679160001)
2021-09-23,Encampment,True,POINT (-117.148485053 32.712225581)
2021-10-06,"Over night camping- as of last night there are 10 broken down motor homes lining the street. They have setup canopies, barbecues and tents outside of their motorhome. Please address this growing issue as the number of motor homes has doubled in the last",True,POINT (-116.996872915 32.568655436)
2021-09-29,Human shit and encampment,True,POINT (-117.148576006 32.712069549)
2021-10-10,Encampment/,True,POINT (-117.25509055 32.745513321)
2021-10-06,Salvation Army Thrift Store encampment,True,POINT (-117.049820182 32.7685337740001)
2021-09-29,They have now put up an even bigger tent.  More trash!!  They need to be moved as this looks really bad for our business.  We have had other homeless here and have always had them moved along!!!,True,POINT (-117.1375167 32.6930278)
2021-10-10,"Camp site in alley, public urination and defecating",True,POINT (-117.252342962 32.7722626870001)
2021-10-06,"Encampment, trash spread out on sidewalk",True,POINT (-117.148919979 32.7114268720001)
2021-09-29,How is this ok? This person has been here for over a month  The restroom is unusable due to all his crap inside  Also multiple encampments located southeast of the Haunted Trail,True,POINT (-117.157518811 32.729340877)
2021-09-29,9/29 at 8:15am. Please remove tent encampment.,True,POINT (-117.160446907 32.721917896)
2021-10-06,There are multiple encampments of small groups of 1 or more throughout the park. Please send an officer to do a sweep of the park.  6 guys under cabana Several other groups on the fence as scattered thru the park.,True,POINT (-117.2386788 32.7521928)
2021-09-24,Homeless Encampment,True,POINT (-117.060400628 32.767121789)
2021-10-10,"Homeless encampment is growing , there is an Additional tent this weekend in encampment . The busineses around this area can?t apparently keep up with the growing waste .",True,POINT (-117.084385722 32.723651444)
2021-09-29,Homeless encampment,True,POINT (-117.078887175 32.8031502310001)
2021-10-06,ENCAMPMENT HAS BEEN THERE OVER THREE MONTHS! PLAYA II PARKING LOT MISSION BAY DR  JUNK EVERYWHERE PERSON SLEEPING AT 10AM,True,POINT (-117.208366133 32.785520596)
2021-09-24,"Homeless encampment on MLK Bike path South side of  Harbor club condominium building , individuals blocking bike path access with property , need removal of individuals and property from San Diego policing team and environmental services , Bike path betw",True,POINT (-117.16269717 32.7084868650001)
2021-10-11,Updating earlier report to confirm that animals are present and encampment has increased in size,True,POINT (-117.154897262 32.711472143)
2021-09-29,"Homeless encampment on 3rd between Beech and Ash East side , individuals camping on city property with belongings , need removal of individuals and property by San Diego policing team and environmental services",True,POINT (-117.161980794 32.7202464690001)
2021-10-06,"Illegal encampment area is known for the use of narcotics, people being intoxicated and harassing passerby?s. Calls are made to SDPD. Requesting the assistance of the city and sdpd.",True,POINT (-117.149411895 32.7076343640001)
2021-10-11,Rv encampment,True,POINT (-117.219575 32.798413579)
2021-10-06,Camp and bulky items under freeway overpass on CalTrans property. Visible from pacific highway,True,POINT (-117.201918083 32.7576415930001)
2021-09-29,Wheelchair camp,True,POINT (-117.253537196 32.7471539790001)
2021-10-11,"B between union and front transients camping leaving area very unsanitary with trash and feces , need removal of individuals from area by San Diego policing team and environmental services",True,POINT (-117.165049938 32.717795411)
2021-10-06,Several homeless encampments through this hole in the fence,True,POINT (-117.113471925 32.7816086330001)
2021-09-29,Trash abandoned encampment,True,POINT (-117.060279383 32.767137408)
2021-10-11,"Homeless man continues to control the street, 62nd and Hobart street.  He regularly pull all his stuff out on the street including a lounge chair where he sips wine and disrupts the neibors.  There are many people on Get It Done tired of this guy doing w",True,POINT (-117.065024 32.7666525560001)
2021-10-06,"Ongoing chronic homeless encampment CHP / CalTrans / SDPD worked hard in a combined effort to remove giant encampment from State Freeway property along 200 19th street. Unfortunately there are these stragglers that refuse to move on, and now their number",True,POINT (-117.146653026 32.7073072740001)
2021-09-29,Their continue to be about a dozen homeless people camping in tents on the beach in Pacific Beach just north and south of the pier. There is no camping allowed on beach   Please keep our beach safe and comfortable for everyone. Thank you,True,POINT (-117.257421387 32.796246459)
2021-10-11,Homeless encampment this has been going on for months . The street is clogged with his trash. He flaunts the fact that NO ONE has moved him. He savages my daughter she cannot walk the dog that way. He strolls the neighborhood looking for stuff to take an,True,POINT (-117.065040087 32.766622555)
2021-10-06,Homeless in van,True,POINT (-117.119972931 32.7170475460001)
2021-09-24,"Homeless on Mission Bay have taken over. This is a complete mess. San Diego clean up the trash, RV?s and tents. So unacceptable.",True,POINT (-117.207989641 32.788708263)
2021-09-29,Last night when I came home there were homeless people next to the 3rd building of Melrose Canyon Apt and they were climbing under the fence to get to the canyon. shortly after I got a  call from a resident saying homeless people are next to the fence do,True,POINT (-117.156965025 32.751788936)
2021-10-11,Street is being used by homeless living in RV Motorhomes please encourage use of Safe Parking Lots,True,POINT (-117.082624454 32.7618993630001)
2021-10-06,Homeless Encampment,True,POINT (-117.135104947 32.7521938030001)
2021-10-06,Encampment in no overnight sleeping area west side tarps being used,True,POINT (-117.134172209 32.7506088160001)
2021-09-29,Encampment,True,POINT (-117.241784661 32.7516599510001)
2021-10-11,"I have a feeling that there is a new homeless camp along the canyon bordering Montezuma Rd (if you go East) as I see people coming in and out, shopping carts and even bikes pulling trolleys please inspect because they could start a fire on this canyon an",True,POINT (-117.093169547 32.7710831140001)
2021-09-29,Camp in canyon,True,POINT (-117.172328644 32.797301775)
2021-10-06,Encampment in front of the restrooms the man is passed out and will not move,True,POINT (-117.134121582 32.7506914360001)
2021-10-11,Homeless encampment,True,POINT (-117.163907178 32.721352423)
2021-09-29,Encampment along sunset cliffs Blvd,True,POINT (-117.241097879 32.7523329540001)
2021-09-24,Homeless camp at 6505 El Cajon Blvd. Letter of agency on file,True,POINT (-117.058745781 32.766038472)
2021-10-11,Homeless encampment,True,POINT (-117.192649006 32.7976101260001)
2021-09-29,Dug in encampment along sunset cliffs Blvd,True,POINT (-117.240880103 32.7524912390001)
2021-10-06,Violent person wearing campo pants  hoodie with back back  looked like he has a knife  heading up seventh,True,POINT (-117.158316377 32.7202435830001)
2021-10-11,Homeless camp  property owner has Letter of Agency on file )6505 el cajon blvd),True,POINT (-117.059101392 32.766321057)
2021-09-29,Hawk parkHomeless encampment  doing drugs in bathrooms illicit activity at night and morning  aggressive homeless  need more patrols,True,POINT (-117.088380344 32.7115810120001)
2021-09-29,Homeless camp on Rose canyon bike path just south of La Jolla Colony,True,POINT (-117.235737993 32.84629081)
2021-10-11,Homeless camp,True,POINT (-117.058201441 32.766587417)
2021-10-06,Abandoned homeless garbage,True,POINT (-117.181205268 32.741378512)
2021-09-24,"Homeless encampment on city property J between 1st and 2nd  Cul De Sac on city parking area , individuals camping with belongings , need removal of individuals and property by San Diego police",True,POINT (-117.163516663 32.709345006)
2021-09-29,ANOTHER homeless guy shiting here! Same guy was here yesterday morning and crapped his pants! I told him to move so I could get in our door. He got up and leaked all over the sidewalk!! I had to go out and clean the whole area! He is back today and sleep,True,POINT (-117.160496414 32.7398718430001)
2021-10-11,Once again  homeless are coming back they don?t let anybody pass threw alley plus they put things on that way it?s a mess please come and get them,True,POINT (-117.098157705 32.7548848370001)
2021-10-06,Homeless encampment,True,POINT (-117.181156171 32.743190637)
2021-10-11,Camp with bikes./,True,POINT (-117.108574334 32.758810698)
2021-10-06,Homeless encampment in field with tall weeds next to residence,True,POINT (-117.115035545 32.6887995010001)
2021-09-29,Motorhome camping next to school playground. Not only over-sized but now over 72 hours. It's in front of  the unlicensed junk trailer that I reported over a week ago that is still parked in the same spot . This is becoming a camping and dumping ground.,True,POINT (-117.05171 32.7701244)
2021-10-11,Encampment,True,POINT (-117.084419554 32.723346763)
2021-10-06,Homeless making a camp on side of our Media Services office for the SanDiego County office of education,True,POINT (-117.19727039 32.7670575000001)
2021-10-11,"10/11 at 8:15am. Chronic situation. Last reported on 9/23 and 10/3. Has not been addressed. Multiple encampments, tents, tarps, trash, filth, bike parts. 2nd Ave between Elm and Cedar. Please permanently relocate to shelter and clear mess.",True,POINT (-117.162939218 32.723453018)
2021-10-06,"Homeless encampment has been here of and on for 9 years. Repeated calls to Clean and Safe. Environmental,  and the police has been to no avail. The police refuse to do their job keeping a senior neighborhood safe. We are often forced into the street with",True,POINT (-117.162018903 32.7210884040001)
2021-10-11,10/11 at 8:15am. Encampment on 4th between Date and Cedar on bridge. Please relocate to shelter and clear mess.,True,POINT (-117.161106658 32.722904118)
2021-10-06,Homeless person blocking sidewalk of the building,True,POINT (-117.158283436 32.711106402)
2021-09-24,Homeless camp on beach,True,POINT (-117.25298401 32.772025318)
2021-10-06,multiple homeless encampment at fiesta Island,True,POINT (-117.216331959 32.7893904420001)
2021-09-29,Homeless shopping carts and trash. Is this city property? Is it the federal governments responsibility? This trash and waste is here daily. It needs to be reported daily and cleaned daily. We need to show that we are a strong community that communicates,True,POINT (-117.060252833 32.7635834810001)
2021-10-11,Homeless encampment on sidewalk,True,POINT (-117.09447984 32.7492112510001)
2021-10-06,Homeless Encampment,True,POINT (-117.133421448 32.755831409)
2021-09-24,Homeless encampment (two separate)  First one is about twenty feet up and he was digging into the retaining wall with a shovel,True,POINT (-117.156644789 32.751256549)
2021-09-29,Stolen property/encampment,True,POINT (-117.256763734 32.796660536)
2021-10-11,Homeless encampment,True,POINT (-117.163176193 32.709374304)
2021-09-24,"Homeless man, lying potentially dead in same spot last 5 days in front of infant center.",True,POINT (-117.1735752 32.775225791)
2021-10-06,Tents set up on either side of the exit to Hwy 5 south from 17th st. Near J st. Both sides of the exit ramp are awash in trash next to the tents.,True,POINT (-117.148505598 32.709040869)
2021-09-29,Encampment,True,POINT (-117.155674137 32.7198831040001)
2021-10-11,"Homeless encampment on 3rd between Ash and Beech East side , individuals have been camping at this location over a month with no enforcement , need removal of encampment from San Diego policing team and environmental services",True,POINT (-117.161965576 32.7201404150001)
2021-09-24,Strange homeless guy hanging around! Doing weird crap. Scaring people. Going in street. We have customers!! We need him gone!,True,POINT (-117.160427012 32.739805006)
2021-09-29,Homeless encampment on sidewalk,True,POINT (-117.10576697 32.74847128)
2021-10-06,Debris from encampment,True,POINT (-117.15355594 32.7503491300001)
2021-09-29,Homeless encampment keeps coming back.  Trash everywhere.,True,POINT (-117.155239994 32.720391072)
2021-10-11,Homeless,True,POINT (-117.086937508 32.584111067)
2021-09-24,One person camping out with shopping cart and trash and furniture dumped around area on south side of overpass bridge over 15 freeway.,True,POINT (-117.108713399 32.75701243)
2021-09-29,Homeless set a camp on the side walk of 29th and commercial and on the alley between imperial and commercial.2857 imperial avenue San Diego California 92102. They have thrash all over the alley yesterday it was bad today is worse.,True,POINT (-117.132429219 32.7058824370001)
2021-09-24,Homeless camp,True,POINT (-117.135294109 32.726685074)
2021-10-11,Encampment,True,POINT (-117.094390029 32.749151022)
2021-10-06,Homeless Encampment,True,POINT (-117.169502266 32.7839955630001)
2021-10-11,ENCAMPMENT PLAYA II MISSION BAY DR SIX TENTS,True,POINT (-117.208613986 32.7850972680001)
2021-09-29,"I reported this Saturday, 4 days ago.  We all know if this is not removed there will be more.  Please take care of this.  Thank you:
Large tent under trees on hill on south side of east parking lot at 3000 block of Mission Blvd. Across from barber shop i",True,POINT (-117.250642366 32.767774579)
2021-10-11,"Homeless encampment, trash, public drug use, defecating in public",True,POINT (-117.098135051 32.754843948)
2021-10-06,"Camp took over the pingpong table area of Clay Park, smooking, alcohol consumption and littering observed.",True,POINT (-117.060973048 32.762562487)
2021-09-29,A homeless encampment on the sidewalk and under  wooden canopy,True,POINT (-117.123143523 32.7486048210001)
2021-10-11,Encampment  / drug use,True,POINT (-117.155491942 32.712307529)
2021-09-24,"Encampment, drug use, public urinating - both sides of Herman street",True,POINT (-117.126061561 32.74816078)
2021-09-29,Camping,True,POINT (-117.084369287 32.723460597)
2021-10-11,Encampment,True,POINT (-117.148555219 32.7120757550001)
2021-09-29,A homeless encampment on the alley,True,POINT (-117.1027018 32.7498619)
2021-09-24,"Closed in tents with people camping since Labor Day. This tent is on the grass by the fence of San Fernando and Ocean front. There is a 2nd closed in tent with a welcome mat, tiki torches and I believe a dog against the fence of San Fernando.",True,POINT (-117.251969799 32.767805863)
2021-09-29,A homeless encampment on the alleyway,True,POINT (-117.099277964 32.7497136100001)
2021-10-06,Homeless Camp,True,POINT (-117.109531425 32.760946953)
2021-10-11,Homeless encampment on the beach in Mission Beach off of Deal Court.,True,POINT (-117.252817991 32.7685055100001)
2021-09-29,A large homeless encampment on the sidewalk,True,POINT (-117.094537669 32.749204042)
2021-10-06,Encampment & Litter,True,POINT (-117.087380848 32.7346522600001)
2021-09-24,Homeless,True,POINT (-117.0602195 32.7654)
2021-10-11,Homeless encampment at location that had an active fire.  The fire is out.  RP is SDFD,True,POINT (-117.1553454 32.7314209000001)
2021-10-11,Homeless encampment at location that had an active fire.  The fire is out.  RP is SDFD,True,POINT (-117.1428819 32.7509577000001)
2021-09-24,A young African American female camping out here for over 3 weeks.,True,POINT (-117.092354841 32.7559194470001)
2021-09-29,Homeless encampment with a fire.  DOWN IN THE CANYON BETWEEN VAN DYKE AND FAIRMOUNT.   RP is SDFD,True,POINT (-117.1013573 32.7601663)
2021-09-24,Homeless Trash,True,POINT (-117.06015 32.763645)
2021-10-11,REF. NEIGHBORHOOD POLICE. /  ENV SERV DEPT. -  FIESTA ISLAND  -  WITHIN THE INTERIOR GATE ENTRANCE TO THE RIGHT. -  BIG BUSH WITH ROCK IN CENTER. -  SEE PICS. -  WALK RIGHT PATH AND TO THE LEFT ARE SEVERAL TENT ENCAMPMENTS. -  WOMAN'S VOICE HEARD. -  ALO,True,POINT (-117.211772539 32.771270359)
2021-09-29,Homeless Garbage? they?re usually living here and smoking crack. It?s out of hand,True,POINT (-117.249847834 32.7972962060001)
2021-10-06,Homeless group gathering with stolen bikes and acting aggressive.,True,POINT (-117.248610291 32.7824037290001)
2021-09-29,"Massive encampment, tents, trash, drug use, dogs running wild around embankment, loud people.",True,POINT (-117.148098833 32.7058109440001)
2021-10-06,Resident states there is a homeless camp that is continuously growing. Please help!  Thank You!,True,POINT (-117.1250595 32.755302)
2021-09-24,Homeless encampment here for approx 10 days,True,POINT (-117.249854542 32.783832359)
2021-09-29,Encampment,True,POINT (-117.149407833 32.7143604990001)
2021-10-11,Homeless encampment at location that had an active fire.  The fire is out.  RP is SDFD,True,POINT (-117.0839132 32.7107557)
2021-09-29,Homeless in van,True,POINT (-117.119995329 32.7170486520001)
2021-10-11,Homeless encampment at location that had an active fire.  The fire is out.  RP is SDFD,True,POINT (-117.146510965 32.712689895)
2021-09-24,9/24/21 10:38am R8 & R20  North Mission Bay Drive South Bay Fence (Fleetwood Bounder) Motorhome Encampment for 2-3 Weeks. R8 & R20,True,POINT (-117.218246147 32.798687602)
2021-10-11,Homeless encampment at location that had an active fire.  The fire is out.  RP is SDFD,True,POINT (-117.108273394 32.7533028060001)
2021-09-24,Encampment in STREET,True,POINT (-117.200979601 32.748942425)
2021-10-11,Homeless encampment at location that had an active fire.  The fire is out.  RP is SDFD/- 1/2 MILE WEST OF CAMINO DEL SUR ON CARMEL VALLEY RD,True,POINT (-117.1463773 32.9761578000001)
2021-09-24,"I have noticed this situation: tents, chairs etc.  just to the north of the lifeguard tower since at least Monday. When I was there this morning, I saw that the sand grooming machinery had gone around both of them. I don't know if there is anyone residin",True,POINT (-117.256209188 32.79466029)
2021-10-06,"Homeless camped out in front of my building exit, Aperture @ 1494 Union St (corner with Beech)",True,POINT (-117.165625334 32.720468064)
2021-09-29,"Drug Dealing, Openly Smoking Crack, and Open Container, drinking in public. Camping under sign that states no camping and BLOCKING THE SIDEWALK. Look for the umbrella and tent.",True,POINT (-117.156536362 32.714906563)
2021-09-29,Homeless encampment,True,POINT (-117.235496843 32.7504360240001)
2021-10-11,Homeless encampment at location that had an active fire.  The fire is out.  RP is SDFD,True,POINT (-117.123192387 32.749115422)
2021-09-24,Homeless blocking sidewalk/encampment,True,POINT (-117.129914202 32.754047476)
2021-10-06,This guy is still here. He is camping out in the porch of the Palm Hotel on Island Ave. near Park Blvd. He has obvious mental problems. His one hand shakes erratically on occasion and he talks to the air a lot. He has no belongings it seems. Clean and Sa,True,POINT (-117.153343968 32.710549298)
2021-09-29,Homeless encampment with a fire.  DOWN IN THE CANYON.   RP is SDFD,True,POINT (-117.096021063 32.6906970540001)
2021-09-24,Homeless encampment behind property.,True,POINT (-117.113361677 32.7854634340001)
2021-09-29,"Homeless encampment with a fire.  UNDERNEATH THE BAMBOO,   RP is SDFD",True,POINT (-117.15614546 32.7506680410001)
2021-10-06,"Encampment, person is hostile and urinating in front of my 9 year old daughter",True,POINT (-117.052600533 32.768108931)
2021-10-11,Homeless encampment Yelling screaming harassment EDIT:Customer reports people are still there and collecting trash./,True,POINT (-117.101414055 32.751577125)
2021-10-06,Van camp for over a week even the last report was closed saying they voluntarily left the area  this is rediculous,True,POINT (-117.051504076 32.7677123870001)
2021-09-24,Homeless encampment on Mira Mesa Blvd under brush cover with soiled trash tossed between retaining wall and backyard fence,True,POINT (-117.149580031 32.912521207)
2021-09-29,"Homeless encampment with a fire.  Behind this address,   RP is SDFD",True,POINT (-117.1158241 32.6897207000001)
2021-09-24,Encampment in canyon behind 6474 el cajon blvd san diego ca 92115,True,POINT (-117.060036827 32.76682305)
2021-09-29,Homeless encampment with a fire.  Behind library.   RP is SDFD,True,POINT (-117.1697321 32.7829383000001)
2021-10-06,Camper Parking violation,True,POINT (-117.085488018 32.7470519820001)
2021-10-11,Large encampment at the corner of 10th and G st.,True,POINT (-117.155529028 32.7124045630001)
2021-09-29,This camper here for days now. A Person inside of it.,True,POINT (-116.95380709 32.5725039210001)
2021-10-06,"Broken down motorhomes, boats, homeless residing and chopping bikes.",True,POINT (-117.232999206 32.7898938340001)
2021-10-11,overnight camping,True,POINT (-117.250849712 32.7784232500001)
2021-09-29,Homeless encampment with a fire.  In area with trees on right side.  No better location provided   RP is SDFD,True,POINT (-117.170328982 32.7307062610001)
2021-09-24,Recurring homeless group/ encampment,True,POINT (-117.058863706 32.7661786300001)
2021-10-06,Homeless,True,POINT (-117.246522903 32.752252453)
